Attaching to fraud-detection-quarkus_kafka_1, fraud-detection-quarkus_aggregator_1, fraud-detection-quarkus_producer_1, fraud-detection-quarkus_zookeeper_1
[33mkafka_1       |[0m [2020-02-24 16:26:04,689] INFO Registered kafka:type=kafka.Log4jController MBean (kafka.utils.Log4jControllerRegistration$)
[36maggregator_1  |[0m 	state.cleanup.delay.ms = 600000
[36maggregator_1  |[0m 	state.dir = /tmp/kafka-streams
[36maggregator_1  |[0m 	topology.optimization = none
[36maggregator_1  |[0m 	upgrade.from = null
[36maggregator_1  |[0m 	windowstore.changelog.additional.retention.ms = 86400000
[36maggregator_1  |[0m 
[36maggregator_1  |[0m 2020-02-24 16:26:07,448 INFO  [org.apa.kaf.cli.adm.AdminClientConfig] (main) AdminClientConfig values: 
[36maggregator_1  |[0m 	bootstrap.servers = [kafka:9092]
[36maggregator_1  |[0m 	client.dns.lookup = default
[36maggregator_1  |[0m 	client.id = temperature-aggregator-c22f0a10-0d8e-4d0c-ba43-a8c928e84a17-admin
[36maggregator_1  |[0m 	connections.max.idle.ms = 300000
[36maggregator_1  |[0m 	metadata.max.age.ms = 500
[36maggregator_1  |[0m 	metric.reporters = []
[36maggregator_1  |[0m 	metrics.num.samples = 2
[36maggregator_1  |[0m 	metrics.recording.level = DEBUG
[36maggregator_1  |[0m 	metrics.sample.window.ms = 30000
[36maggregator_1  |[0m 	receive.buffer.bytes = 65536
[36maggregator_1  |[0m 	reconnect.backoff.max.ms = 1000
[36maggregator_1  |[0m 	reconnect.backoff.ms = 50
[36maggregator_1  |[0m 	request.timeout.ms = 120000
[36maggregator_1  |[0m 	retries = 5
[36maggregator_1  |[0m 	retry.backoff.ms = 100
[36maggregator_1  |[0m 	sasl.client.callback.handler.class = null
[36maggregator_1  |[0m 	sasl.jaas.config = null
[36maggregator_1  |[0m 	sasl.kerberos.kinit.cmd = /usr/bin/kinit
[36maggregator_1  |[0m 	sasl.kerberos.min.time.before.relogin = 60000
[36maggregator_1  |[0m 	sasl.kerberos.service.name = null
[36maggregator_1  |[0m 	sasl.kerberos.ticket.renew.jitter = 0.05
[36maggregator_1  |[0m 	sasl.kerberos.ticket.renew.window.factor = 0.8
[36maggregator_1  |[0m 	sasl.login.callback.handler.class = null
[36maggregator_1  |[0m 	sasl.login.class = null
[36maggregator_1  |[0m 	sasl.login.refresh.buffer.seconds = 300
[36maggregator_1  |[0m 	sasl.login.refresh.min.period.seconds = 60
[36maggregator_1  |[0m 	sasl.login.refresh.window.factor = 0.8
[36maggregator_1  |[0m 	sasl.login.refresh.window.jitter = 0.05
[33mkafka_1       |[0m [2020-02-24 16:26:13,420] INFO [Partition __consumer_offsets-23 broker=0] __consumer_offsets-23 starts at Leader Epoch 0 from offset 0. Previous Leader Epoch was: -1 (kafka.cluster.Partition)
[33mkafka_1       |[0m [2020-02-24 16:26:13,429] INFO [Log partition=__consumer_offsets-1, dir=/tmp/kafka-logs] Loading producer state till offset 0 with message format version 2 (kafka.log.Log)
[33mkafka_1       |[0m [2020-02-24 16:26:13,433] INFO [Log partition=__consumer_offsets-1, dir=/tmp/kafka-logs] Completed load of log with 1 segments, log start offset 0 and log end offset 0 in 7 ms (kafka.log.Log)
[33mkafka_1       |[0m [2020-02-24 16:26:13,436] INFO Created log for partition __consumer_offsets-1 in /tmp/kafka-logs with properties {compression.type -> producer, message.format.version -> 2.1-IV2, file.delete.delay.ms -> 60000, max.message.bytes -> 1000012, min.compaction.lag.ms -> 0, message.timestamp.type -> CreateTime, message.downconversion.enable -> true, min.insync.replicas -> 1, segment.jitter.ms -> 0, preallocate -> false, min.cleanable.dirty.ratio -> 0.5, index.interval.bytes -> 4096, unclean.leader.election.enable -> false, retention.bytes -> -1, delete.retention.ms -> 86400000, cleanup.policy -> compact, flush.ms -> 9223372036854775807, segment.ms -> 604800000, segment.bytes -> 104857600, retention.ms -> 604800000, message.timestamp.difference.max.ms -> 9223372036854775807, segment.index.bytes -> 10485760, flush.messages -> 9223372036854775807}. (kafka.log.LogManager)
[33mkafka_1       |[0m [2020-02-24 16:26:13,437] INFO [Partition __consumer_offsets-1 broker=0] No checkpointed highwatermark is found for partition __consumer_offsets-1 (kafka.cluster.Partition)
[33mkafka_1       |[0m [2020-02-24 16:26:13,437] INFO Replica loaded for partition __consumer_offsets-1 with initial high watermark 0 (kafka.cluster.Replica)
[33mkafka_1       |[0m [2020-02-24 16:26:13,438] INFO [Partition __consumer_offsets-1 broker=0] __consumer_offsets-1 starts at Leader Epoch 0 from offset 0. Previous Leader Epoch was: -1 (kafka.cluster.Partition)
[33mkafka_1       |[0m [2020-02-24 16:26:13,445] INFO [Log partition=__consumer_offsets-20, dir=/tmp/kafka-logs] Loading producer state till offset 0 with message format version 2 (kafka.log.Log)
[33mkafka_1       |[0m [2020-02-24 16:26:13,446] INFO [Log partition=__consumer_offsets-20, dir=/tmp/kafka-logs] Completed load of log with 1 segments, log start offset 0 and log end offset 0 in 3 ms (kafka.log.Log)
[33mkafka_1       |[0m [2020-02-24 16:26:13,447] INFO Created log for partition __consumer_offsets-20 in /tmp/kafka-logs with properties {compression.type -> producer, message.format.version -> 2.1-IV2, file.delete.delay.ms -> 60000, max.message.bytes -> 1000012, min.compaction.lag.ms -> 0, message.timestamp.type -> CreateTime, message.downconversion.enable -> true, min.insync.replicas -> 1, segment.jitter.ms -> 0, preallocate -> false, min.cleanable.dirty.ratio -> 0.5, index.interval.bytes -> 4096, unclean.leader.election.enable -> false, retention.bytes -> -1, delete.retention.ms -> 86400000, cleanup.policy -> compact, flush.ms -> 9223372036854775807, segment.ms -> 604800000, segment.bytes -> 104857600, retention.ms -> 604800000, message.timestamp.difference.max.ms -> 9223372036854775807, segment.index.bytes -> 10485760, flush.messages -> 9223372036854775807}. (kafka.log.LogManager)
[33mkafka_1       |[0m [2020-02-24 16:26:13,448] INFO [Partition __consumer_offsets-20 broker=0] No checkpointed highwatermark is found for partition __consumer_offsets-20 (kafka.cluster.Partition)
[33mkafka_1       |[0m [2020-02-24 16:26:13,448] INFO Replica loaded for partition __consumer_offsets-20 with initial high watermark 0 (kafka.cluster.Replica)
[33mkafka_1       |[0m [2020-02-24 16:26:13,448] INFO [Partition __consumer_offsets-20 broker=0] __consumer_offsets-20 starts at Leader Epoch 0 from offset 0. Previous Leader Epoch was: -1 (kafka.cluster.Partition)
[33mkafka_1       |[0m [2020-02-24 16:26:13,462] INFO [Log partition=__consumer_offsets-39, dir=/tmp/kafka-logs] Loading producer state till offset 0 with message format version 2 (kafka.log.Log)
[33mkafka_1       |[0m [2020-02-24 16:26:13,463] INFO [Log partition=__consumer_offsets-39, dir=/tmp/kafka-logs] Completed load of log with 1 segments, log start offset 0 and log end offset 0 in 1 ms (kafka.log.Log)
[33mkafka_1       |[0m [2020-02-24 16:26:13,464] INFO Created log for partition __consumer_offsets-39 in /tmp/kafka-logs with properties {compression.type -> producer, message.format.version -> 2.1-IV2, file.delete.delay.ms -> 60000, max.message.bytes -> 1000012, min.compaction.lag.ms -> 0, message.timestamp.type -> CreateTime, message.downconversion.enable -> true, min.insync.replicas -> 1, segment.jitter.ms -> 0, preallocate -> false, min.cleanable.dirty.ratio -> 0.5, index.interval.bytes -> 4096, unclean.leader.election.enable -> false, retention.bytes -> -1, delete.retention.ms -> 86400000, cleanup.policy -> compact, flush.ms -> 9223372036854775807, segment.ms -> 604800000, segment.bytes -> 104857600, retention.ms -> 604800000, message.timestamp.difference.max.ms -> 9223372036854775807, segment.index.bytes -> 10485760, flush.messages -> 9223372036854775807}. (kafka.log.LogManager)
[33mkafka_1       |[0m [2020-02-24 16:26:13,465] INFO [Partition __consumer_offsets-39 broker=0] No checkpointed highwatermark is found for partition __consumer_offsets-39 (kafka.cluster.Partition)
[33mkafka_1       |[0m [2020-02-24 16:26:13,465] INFO Replica loaded for partition __consumer_offsets-39 with initial high watermark 0 (kafka.cluster.Replica)
[33mkafka_1       |[0m [2020-02-24 16:26:13,465] INFO [Partition __consumer_offsets-39 broker=0] __consumer_offsets-39 starts at Leader Epoch 0 from offset 0. Previous Leader Epoch was: -1 (kafka.cluster.Partition)
[33mkafka_1       |[0m [2020-02-24 16:26:13,472] INFO [Log partition=__consumer_offsets-17, dir=/tmp/kafka-logs] Loading producer state till offset 0 with message format version 2 (kafka.log.Log)
[33mkafka_1       |[0m [2020-02-24 16:26:13,473] INFO [Log partition=__consumer_offsets-17, dir=/tmp/kafka-logs] Completed load of log with 1 segments, log start offset 0 and log end offset 0 in 2 ms (kafka.log.Log)
[33mkafka_1       |[0m [2020-02-24 16:26:13,474] INFO Created log for partition __consumer_offsets-17 in /tmp/kafka-logs with properties {compression.type -> producer, message.format.version -> 2.1-IV2, file.delete.delay.ms -> 60000, max.message.bytes -> 1000012, min.compaction.lag.ms -> 0, message.timestamp.type -> CreateTime, message.downconversion.enable -> true, min.insync.replicas -> 1, segment.jitter.ms -> 0, preallocate -> false, min.cleanable.dirty.ratio -> 0.5, index.interval.bytes -> 4096, unclean.leader.election.enable -> false, retention.bytes -> -1, delete.retention.ms -> 86400000, cleanup.policy -> compact, flush.ms -> 9223372036854775807, segment.ms -> 604800000, segment.bytes -> 104857600, retention.ms -> 604800000, message.timestamp.difference.max.ms -> 9223372036854775807, segment.index.bytes -> 10485760, flush.messages -> 9223372036854775807}. (kafka.log.LogManager)
[33mkafka_1       |[0m [2020-02-24 16:26:13,475] INFO [Partition __consumer_offsets-17 broker=0] No checkpointed highwatermark is found for partition __consumer_offsets-17 (kafka.cluster.Partition)
[33mkafka_1       |[0m [2020-02-24 16:26:13,475] INFO Replica loaded for partition __consumer_offsets-17 with initial high watermark 0 (kafka.cluster.Replica)
[33mkafka_1       |[0m [2020-02-24 16:26:13,476] INFO [Partition __consumer_offsets-17 broker=0] __consumer_offsets-17 starts at Leader Epoch 0 from offset 0. Previous Leader Epoch was: -1 (kafka.cluster.Partition)
[33mkafka_1       |[0m [2020-02-24 16:26:13,481] INFO [Log partition=__consumer_offsets-36, dir=/tmp/kafka-logs] Loading producer state till offset 0 with message format version 2 (kafka.log.Log)
[33mkafka_1       |[0m [2020-02-24 16:26:13,482] INFO [Log partition=__consumer_offsets-36, dir=/tmp/kafka-logs] Completed load of log with 1 segments, log start offset 0 and log end offset 0 in 1 ms (kafka.log.Log)
[33mkafka_1       |[0m [2020-02-24 16:26:13,483] INFO Created log for partition __consumer_offsets-36 in /tmp/kafka-logs with properties {compression.type -> producer, message.format.version -> 2.1-IV2, file.delete.delay.ms -> 60000, max.message.bytes -> 1000012, min.compaction.lag.ms -> 0, message.timestamp.type -> CreateTime, message.downconversion.enable -> true, min.insync.replicas -> 1, segment.jitter.ms -> 0, preallocate -> false, min.cleanable.dirty.ratio -> 0.5, index.interval.bytes -> 4096, unclean.leader.election.enable -> false, retention.bytes -> -1, delete.retention.ms -> 86400000, cleanup.policy -> compact, flush.ms -> 9223372036854775807, segment.ms -> 604800000, segment.bytes -> 104857600, retention.ms -> 604800000, message.timestamp.difference.max.ms -> 9223372036854775807, segment.index.bytes -> 10485760, flush.messages -> 9223372036854775807}. (kafka.log.LogManager)
[33mkafka_1       |[0m [2020-02-24 16:26:13,484] INFO [Partition __consumer_offsets-36 broker=0] No checkpointed highwatermark is found for partition __consumer_offsets-36 (kafka.cluster.Partition)
[33mkafka_1       |[0m [2020-02-24 16:26:13,484] INFO Replica loaded for partition __consumer_offsets-36 with initial high watermark 0 (kafka.cluster.Replica)
[33mkafka_1       |[0m [2020-02-24 16:26:13,485] INFO [Partition __consumer_offsets-36 broker=0] __consumer_offsets-36 starts at Leader Epoch 0 from offset 0. Previous Leader Epoch was: -1 (kafka.cluster.Partition)
[33mkafka_1       |[0m [2020-02-24 16:26:13,492] INFO [Log partition=__consumer_offsets-14, dir=/tmp/kafka-logs] Loading producer state till offset 0 with message format version 2 (kafka.log.Log)
[33mkafka_1       |[0m [2020-02-24 16:26:13,493] INFO [Log partition=__consumer_offsets-14, dir=/tmp/kafka-logs] Completed load of log with 1 segments, log start offset 0 and log end offset 0 in 1 ms (kafka.log.Log)
[33mkafka_1       |[0m [2020-02-24 16:26:13,495] INFO Created log for partition __consumer_offsets-14 in /tmp/kafka-logs with properties {compression.type -> producer, message.format.version -> 2.1-IV2, file.delete.delay.ms -> 60000, max.message.bytes -> 1000012, min.compaction.lag.ms -> 0, message.timestamp.type -> CreateTime, message.downconversion.enable -> true, min.insync.replicas -> 1, segment.jitter.ms -> 0, preallocate -> false, min.cleanable.dirty.ratio -> 0.5, index.interval.bytes -> 4096, unclean.leader.election.enable -> false, retention.bytes -> -1, delete.retention.ms -> 86400000, cleanup.policy -> compact, flush.ms -> 9223372036854775807, segment.ms -> 604800000, segment.bytes -> 104857600, retention.ms -> 604800000, message.timestamp.difference.max.ms -> 9223372036854775807, segment.index.bytes -> 10485760, flush.messages -> 9223372036854775807}. (kafka.log.LogManager)
[33mkafka_1       |[0m [2020-02-24 16:26:13,496] INFO [Partition __consumer_offsets-14 broker=0] No checkpointed highwatermark is found for partition __consumer_offsets-14 (kafka.cluster.Partition)
[33mkafka_1       |[0m [2020-02-24 16:26:13,496] INFO Replica loaded for partition __consumer_offsets-14 with initial high watermark 0 (kafka.cluster.Replica)
[33mkafka_1       |[0m [2020-02-24 16:26:13,496] INFO [Partition __consumer_offsets-14 broker=0] __consumer_offsets-14 starts at Leader Epoch 0 from offset 0. Previous Leader Epoch was: -1 (kafka.cluster.Partition)
[33mkafka_1       |[0m [2020-02-24 16:26:13,502] INFO [Log partition=__consumer_offsets-33, dir=/tmp/kafka-logs] Loading producer state till offset 0 with message format version 2 (kafka.log.Log)
[33mkafka_1       |[0m [2020-02-24 16:26:13,503] INFO [Log partition=__consumer_offsets-33, dir=/tmp/kafka-logs] Completed load of log with 1 segments, log start offset 0 and log end offset 0 in 2 ms (kafka.log.Log)
[33mkafka_1       |[0m [2020-02-24 16:26:13,504] INFO Created log for partition __consumer_offsets-33 in /tmp/kafka-logs with properties {compression.type -> producer, message.format.version -> 2.1-IV2, file.delete.delay.ms -> 60000, max.message.bytes -> 1000012, min.compaction.lag.ms -> 0, message.timestamp.type -> CreateTime, message.downconversion.enable -> true, min.insync.replicas -> 1, segment.jitter.ms -> 0, preallocate -> false, min.cleanable.dirty.ratio -> 0.5, index.interval.bytes -> 4096, unclean.leader.election.enable -> false, retention.bytes -> -1, delete.retention.ms -> 86400000, cleanup.policy -> compact, flush.ms -> 9223372036854775807, segment.ms -> 604800000, segment.bytes -> 104857600, retention.ms -> 604800000, message.timestamp.difference.max.ms -> 9223372036854775807, segment.index.bytes -> 10485760, flush.messages -> 9223372036854775807}. (kafka.log.LogManager)
[33mkafka_1       |[0m [2020-02-24 16:26:13,505] INFO [Partition __consumer_offsets-33 broker=0] No checkpointed highwatermark is found for partition __consumer_offsets-33 (kafka.cluster.Partition)
[33mkafka_1       |[0m [2020-02-24 16:26:13,505] INFO Replica loaded for partition __consumer_offsets-33 with initial high watermark 0 (kafka.cluster.Replica)
[33mkafka_1       |[0m [2020-02-24 16:26:13,505] INFO [Partition __consumer_offsets-33 broker=0] __consumer_offsets-33 starts at Leader Epoch 0 from offset 0. Previous Leader Epoch was: -1 (kafka.cluster.Partition)
[33mkafka_1       |[0m [2020-02-24 16:26:13,513] INFO [Log partition=__consumer_offsets-49, dir=/tmp/kafka-logs] Loading producer state till offset 0 with message format version 2 (kafka.log.Log)
[33mkafka_1       |[0m [2020-02-24 16:26:13,514] INFO [Log partition=__consumer_offsets-49, dir=/tmp/kafka-logs] Completed load of log with 1 segments, log start offset 0 and log end offset 0 in 2 ms (kafka.log.Log)
[33mkafka_1       |[0m [2020-02-24 16:26:13,517] INFO Created log for partition __consumer_offsets-49 in /tmp/kafka-logs with properties {compression.type -> producer, message.format.version -> 2.1-IV2, file.delete.delay.ms -> 60000, max.message.bytes -> 1000012, min.compaction.lag.ms -> 0, message.timestamp.type -> CreateTime, message.downconversion.enable -> true, min.insync.replicas -> 1, segment.jitter.ms -> 0, preallocate -> false, min.cleanable.dirty.ratio -> 0.5, index.interval.bytes -> 4096, unclean.leader.election.enable -> false, retention.bytes -> -1, delete.retention.ms -> 86400000, cleanup.policy -> compact, flush.ms -> 9223372036854775807, segment.ms -> 604800000, segment.bytes -> 104857600, retention.ms -> 604800000, message.timestamp.difference.max.ms -> 9223372036854775807, segment.index.bytes -> 10485760, flush.messages -> 9223372036854775807}. (kafka.log.LogManager)
